id,latitude,longitude,name,full_address,city,state,phone_number,timings,services_offered,,,,,
8.44E+09,9.48743,76.52484,sonic tyres,"Sonic Tyres & Vulcanizing Corner, Mallappally Road, Karukachal, Kerala 686540",Karukachal,Kerala,+91 94465 11042,08:30 AM - 08:30 PM,"Puncture repair, Vulcanizing, Tube sales",,,,,
8.44E+09,9.631055,76.60572,JK tyres,"JK Tyres - Sri Vinayaka Wheels, Manarcadu Road, Kottayam, Kerala 686019",Kottayam,Kerala,+91 48125 66119,09:00 AM - 08:00 PM,"Tyre sales, Alignment, Wheel balancing",,,,,
8.44E+09,9.633352,76.60551,sports bike,"Sports Bike Tyre Zone & Puncture Corner, KK Road, Kottayam, Kerala 686001",Kottayam,Kerala,+91 98461 55210,08:30 AM - 09:30 PM,"Two-wheeler tyre sales, Puncture repair",,,,,
8.44E+09,9.588415,76.58166,tyre repairs,"Express Tyre Repairs & Tubeless Shop, Kanjikuzhy, Kottayam, Kerala 686004",Kottayam,Kerala,+91 94462 11054,08:00 AM - 09:00 PM,"Puncture repair, Tubeless patch, Tube sales",,,,,
8.56E+09,9.745391,76.28569,Abhilash Ty,"Abhilash Tyres & Wheel Realignment Plaza, Vaikom Road, Thalayolaparambu, Kerala 686605",Thalayolaparambu,Kerala,+91 48292 36114,09:00 AM - 08:00 PM,"Wheel alignment, Balancing, Tyre sales",,,,,
8.59E+09,9.17148,76.5983,JK Tyres Xp,"JK Tyre Steel Wheels - exclusive Showroom, KP Road, Adoor, Kerala 691523",Adoor,Kerala,+91 47342 24110,09:00 AM - 08:30 PM,"Tyre sales, Wheel alignment, Balancing",,,,,
8.59E+09,9.175968,76.572261,Sibi,"Sibi Tyres & Vulcanizing Works, Kayamkulam Road, Adoor, Kerala 691523",Adoor,Kerala,+91 47342 22156,08:30 AM - 08:00 PM,"Puncture repair, Vulcanizing, Tyre replacement",,,,,
8.69E+09,9.878827,76.48288,Meenu's Ty,"Meenu's Tyres & Puncture Repair Station, Piravom, Kerala 686664",Piravom,Kerala,+91 94472 11562,08:00 AM - 08:30 PM,"Puncture repair, Tubeless patch, Air service",,,,,
8.73E+09,8.874679,76.77957,Tyre All Ind,"Tyre All India Retreading House, Main Road, Punalur, Kerala 691305",Punalur,Kerala,+91 47522 22114,08:00 AM - 07:30 PM,"Tyre retreading, Heavy vulcanizing",,,,,
8.73E+09,8.816231,76.75597,L. R. L Tyre,"L. R. L Tyres & Wheel Alignment Plaza, Main Road, Kundara, Kollam, Kerala 691501",Kundara,Kerala,+91 47425 22102,09:00 AM - 08:00 PM,"Wheel alignment, Balancing, Tyre replacement",,,,,
8.73E+09,9.593734,76.52331,Tyre House,"The Tyre House Multi Brand Showroom, KK Road, Kottayam, Kerala 686001",Kottayam,Kerala,+91 48125 66210,09:00 AM - 08:30 PM,"Tyre sales, Alignment, Wheel balancing",,,,,
8.74E+09,8.811982,76.76367,Neeronthiy,"Neeronthiyil Tyres & Vulcanizing Corner, Kollam Road, Kundara, Kollam, Kerala 691501",Kundara,Kerala,+91 94465 33214,08:30 AM - 08:30 PM,"Puncture repair, Vulcanizing, Tube sales",,,,,
8.75E+09,10.14535,76.2326,Nandanam,"Nandanam Tyres & Wheel Realignment Plaza, Main Road, North Paravur, Kerala 683513",North Paravur,Kerala,+91 48424 41156,09:00 AM - 08:00 PM,"Wheel alignment, Balancing, Tyre replacement",,,,,
8.75E+09,9.590692,76.49943,Aro Tyres,"Aro Tyres & Tubeless Patch Hub, Medical College Road, Kottayam, Kerala 686008",Kottayam,Kerala,+91 98460 11254,08:30 AM - 09:00 PM,"Puncture repair, Tubeless patch, Air service",,,,,
8.83E+09,9.952898,76.38577,Kerala Tyre,"Kerala Tyre Retreading & Resoling Plaza, Tripunithura, Kochi, Kerala 682301",Kochi,Kerala,+91 48427 88110,08:00 AM - 07:30 PM,"Tyre retreading, Vulcanizing repair",,,,,
8.84E+09,10.10617,76.26238,Jobin Tyres,"Jobin Tyres & Wheel Alignment Lounge, Airport Road, Aluva, Ernakulam, Kerala 683101",Aluva,Kerala,+91 48426 11045,09:00 AM - 08:30 PM,"Wheel alignment, Balancing, Tyre replacement",,,,,
8.84E+09,9.236562,76.84588,Perfect Wh,"Perfect Wheels & 3D Alignment Lounge, Ring Road, Pathanamthitta, Kerala 689645",Pathanamthitta,Kerala,+91 46822 22154,09:00 AM - 08:30 PM,"3D Wheel alignment, Balancing, Tyre sales",,,,,
8.84E+09,9.220711,76.85183,Mrf Tyres,"MRF T&S - Exclusive Showroom, Kumbazha Road, Pathanamthitta, Kerala 689645",Pathanamthitta,Kerala,+91 46822 71119,09:00 AM - 08:00 PM,"Tyre sales, Alignment, Wheel balancing",,,,,
8.85E+09,9.133332,76.73611,APPU Tyre,"Appu Tyres & Vulcanizing Station, KP Road, Adoor, Kerala 691523",Adoor,Kerala,+91 94465 22401,08:30 AM - 08:30 PM,"Puncture repair, Vulcanizing, Tube sales",,,,,
8.85E+09,10.15786,76.21329,Sumal Kris,"Sumal Krishna Tyres & Alignment, National Highway 66, North Paravur, Kerala 683513",North Paravur,Kerala,+91 48424 55112,09:00 AM - 08:00 PM,"Wheel alignment, Balancing, Tyre sales",,,,,
8.85E+09,9.596145,76.50966,Trinity Whe,"Trinity Wheels Multi Brand Showroom, Kanjikuzhy, Kottayam, Kerala 686004",Kottayam,Kerala,+91 48125 71102,09:30 AM - 08:30 PM,"Premium tyre sales, Wheel alignment",,,,,
8.86E+09,10.37291,76.30276,Royal Tires,"Royal Tyres & Tubeless Patch Hub, National Highway 544, Chalakudy, Kerala 680307",Chalakudy,Kerala,+91 48027 11046,08:30 AM - 09:00 PM,"Puncture repair, Tubeless patch, Air service",,,,,
8.86E+09,10.37135,76.30867,RINSON Ty,"Rinson Tyres & Wheel Realignment Lounge, Tramway Lane, Chalakudy, Kerala 680307",Chalakudy,Kerala,+91 48027 05514,09:00 AM - 08:30 PM,"Wheel alignment, Balancing, Tyre replacement",,,,,
8.86E+09,10.79694,76.64152,Tire Shop,"Highway Tyre Shop & Puncture Clinic, Calicut Road, Perinthalmanna, Kerala 679322",Perinthalmanna,Kerala,+91 98455 22401,08:00 AM - 10:00 PM,"Puncture repair, Tubeless patch, Air service",,,,,
8.87E+09,10.6898,76.72045,Soorya tyre,"Soorya Tyres & Vulcanizing Station, Main Road, Alathur, Palakkad, Kerala 678541",Alathur,Kerala,+91 49222 22110,08:30 AM - 08:00 PM,"Puncture repair, Vulcanizing, Tube sales",,,,,
8.87E+09,9.253151,76.54402,GK tyre sho,"G K Tyre Shop & Tubeless Fix, TK Road, Tiruvalla, Kerala 689101",Tiruvalla,Kerala,+91 94473 11054,08:00 AM - 09:30 PM,"Puncture repair, Tubeless patch, Air service",,,,,
8.89E+09,9.913547,76.69433,MRF T&S F,"MRF T&S - Exclusive Showroom, Pala Road, Erattupetta, Kerala 686121",Erattupetta,Kerala,+91 48222 74102,09:00 AM - 08:00 PM,"Tyre sales, Alignment, Wheel balancing",,,,,
8.89E+09,12.9995,77.62478,Deepa Tire,"Deepa Tyre Traders & Alignment Center, Kammanahalli Main Road, Bengaluru, Karnataka 560084",Bengaluru,Karnataka,+91 80254 41104,09:00 AM - 08:30 PM,"Tyre sales, Wheel alignment, Balancing",,,,,
8.89E+09,10.11683,76.48915,Majestic ty,"Majestic Tyres & Vulcanizing Shop, MC Road, Perumbavoor, Kerala 683542",Perumbavoor,Kerala,+91 48425 22114,08:30 AM - 08:30 PM,"Puncture repair, Vulcanizing, Tyre replacement",,,,,
8.89E+09,9.616931,77.15858,Kalarical Ty,"Kalarickal Tyres & Wheel Realignment Plaza, Main Road, Kattappana, Idukki, Kerala 685508",Kattappana,Kerala,+91 48682 72110,09:00 AM - 08:00 PM,"Wheel alignment, Balancing, Tyre sales",,,,,
8.89E+09,9.615648,77.15963,TVS Eurogr,"TVS Eurogrip - Exclusive Tyre Lounge, Puliyanmala Road, Kattappana, Idukki, Kerala 685508",Kattappana,Kerala,+91 48682 71145,09:30 AM - 08:30 PM,"Premium tyre sales, Alignment, Balancing",,,,,
8.89E+09,11.28,76.23123,Fargo Tyre:,"Fargo Tyres & Multi Brand Alignment Hub, Calicut Road, Manjeri, Kerala 676121",Manjeri,Kerala,+91 49332 22156,09:00 AM - 08:30 PM,"Wheel alignment, Balancing, Tyre replacement",,,,,
8.90E+09,9.758291,77.11131,Sigma Tyre,"Sigma Tyres & Tubeless Patch Corner, Main Road, Kumily, Kerala 685509",Kumily,Kerala,+91 94465 11045,08:00 AM - 09:00 PM,"Puncture repair, Tubeless patch, Air service",,,,,
8.90E+09,10.25535,76.26968,Pit stop,"The Pit Stop Multi Brand Tyre Lounge, Main Road, Kodakara, Kerala 680684",Kodakara,Kerala,+91 48027 51102,09:30 AM - 08:30 PM,"Premium tyre sales, Wheel alignment, Balancing",,,,,
8.93E+09,9.08782,76.80884,"MM Tyres,","MM Tyres & Retreading Plaza, Pathanapuram Road, Punalur, Kerala 691305",Punalur,Kerala,+91 47522 31114,08:00 AM - 07:30 PM,"Tyre retreading, Heavy vulcanizing",,,,,
8.94E+09,10.11717,76.58949,A R tyres,"A R Tyres & Multi Brand Wheel Alignment, MC Road, Kothamangalam, Kerala 686691",Kothamangalam,Kerala,+91 48525 22154,09:00 AM - 08:00 PM,"Wheel alignment, Balancing, Tyre replacement",,,,,
8.95E+09,9.942603,76.6429,Carmate Ty,"Carmate Tyres & Premium Alloys Hub, Muvattupuzha Road, Kothamangalam, Kerala 686691",Kothamangalam,Kerala,+91 48525 71104,09:30 AM - 08:30 PM,"Premium tyre sales, Alignment, Balancing",,,,,
8.95E+09,9.942154,76.64402,Sara Sons i,"Sara Sons Tyres & Wheel Realignment Lounge, Muvattupuzha Road, Kothamangalam, Kerala 686691",Kothamangalam,Kerala,+91 48525 22104,09:00 AM - 08:00 PM,"Wheel alignment, Balancing, Tyre sales",,,,,
8.96E+09,8.560123,76.97892,SS Tyre Wo,"SS Tyre Works & Heavy Vulcanizing Station, Main Road, Nedumangad, Kerala 695541",Nedumangad,Kerala,+91 47228 11045,08:30 AM - 08:30 PM,"Puncture repair, Vulcanizing, Tube sales",,,,,
9.00E+09,10.04347,76.29846,New Bomb,"New Bombay Tyres & Alloys Center, Banerjee Road, Kaloor, Kochi, Kerala 682017",Kochi,Kerala,+91 48423 99512,09:30 AM - 08:30 PM,"Premium tyre sales, Wheel alignment, Balancing",,,,,
9.04E+09,9.159298,76.52139,Bharath tir,"Bharath Tyres & Wheel Alignment Plaza, Kayamkulam Road, Adoor, Kerala 691523",Adoor,Kerala,+91 47342 22156,09:00 AM - 08:00 PM,"Wheel alignment, Balancing, Tyre sales",,,,,
9.05E+09,9.441288,76.55118,vrindavan t,"Vrindavan Tyres & Retreading Plaza, Mallappally Road, Karukachal, Kerala 686540",Karukachal,Kerala,+91 48124 85112,08:00 AM - 07:30 PM,"Tyre retreading, Heavy vulcanizing",,,,,
9.08E+09,9.088332,76.63462,SAFA TYRE,"Safa Tyres & Tubeless Patch Hub, KP Road, Adoor, Kerala 691523",Adoor,Kerala,+91 94460 33451,08:30 AM - 09:00 PM,"Puncture repair, Tubeless patch, Air service",,,,,
9.09E+09,9.082363,76.75285,Pranavam,"Pranavam Tyres & Wheel Realignment Lounge, Main Road, Punalur, Kerala 691305",Punalur,Kerala,+91 47522 22114,09:00 AM - 08:30 PM,"Wheel alignment, Balancing, Tyre replacement",,,,,
9.10E+09,10.31994,76.20018,vrindhavan,"Vrindhavan Tyres & Vulcanizing Corner, Kodungallur Road, Irinjalakuda, Kerala 680121",Irinjalakuda,Kerala,+91 48028 22110,08:30 AM - 08:30 PM,"Puncture repair, Vulcanizing, Tube sales",,,,,
9.11E+09,9.095256,76.85188,V12 tyres,"V12 Tyres & Multi-Brand Alignment Lounge, Pathanapuram Road, Punalur, Kerala 691305",Punalur,Kerala,+91 47522 31156,09:00 AM - 08:30 PM,"Wheel alignment, Balancing, Tyre sales",,,,,
9.19E+09,9.589617,77.95272,Lakshmi Au,"Lakshmi Auto Tyres & Vulcanizing Station, Madurai Road, Aruppukottai, Tamil Nadu 626101",Aruppukottai,Tamil Nadu,+91 45662 22104,08:30 AM - 08:30 PM,"Puncture repair, Vulcanizing, Tube sales",,,,,
9.19E+09,12.93311,77.48848,Puncture s,"Highway Puncture Shop & Tubeless Repair, Mysore Road, Kengeri, Bengaluru, Karnataka 560060",Bengaluru,Karnataka,+91 98455 11045,24 Hours,"Emergency puncture service, Tubeless patch",,,,,
9.29E+09,8.713314,77.79123,Chandra va,"Chandra Valcanizing & Tyre Care Plaza, Tirunelveli Road, Palayamkottai, Tamil Nadu 627002",Palayamkottai,Tamil Nadu,+91 46225 71102,08:00 AM - 09:00 PM,"Puncture repair, Vulcanizing, Air service",,,,,
9.31E+09,10.15636,76.30645,Sree Chak?,"Sree Chakra Tyres & Wheel Alignment, National Highway 544, Angamaly, Kerala 683572",Angamaly,Kerala,+91 48424 53112,09:00 AM - 08:00 PM,"Wheel alignment, Balancing, Tyre sales",,,,,
9.36E+09,9.589235,76.542,Kottayam T,"Kottayam Tyre House & Multi-Brand Showroom, KK Road, Kottayam, Kerala 686001",Kottayam,Kerala,+91 48125 66114,09:00 AM - 08:30 PM,"Tyre sales, Alignment, Wheel balancing",,,,,
9.36E+09,9.590214,76.53229,MM Chand,"MM Chand Tyres & Retreading Plaza, Kanjikuzhy, Kottayam, Kerala 686004",Kottayam,Kerala,+91 48125 71105,08:30 AM - 07:30 PM,"Tyre retreading, Vulcanizing repair",,,,,
9.39E+09,9.507515,76.63928,Metro Scar,"Metro Smart Wheel Care & 3D Alignment, Main Road, Karukachal, Kerala 686540",Karukachal,Kerala,+91 48124 88156,09:00 AM - 08:30 PM,"3D Wheel alignment, Balancing, Tyre sales",,,,,
9.40E+09,8.039995,80.28046,Dsi Tyres,"Dsi Tyres Showroom & Wheel Alignment, Kurunegala Road, Anuradhapura, Sri Lanka 50000",Anuradhapura,Sri Lanka,+94 25 222 4102,08:30 AM - 06:30 PM,"Tyre sales, Alignment, Wheel balancing",,,,,
9.40E+09,8.05379,80.28365,Lakshmi Ty,"Lakshmi Tyres & Puncture Repair Hub, Puttalam Road, Anuradhapura, Sri Lanka 50000",Anuradhapura,Sri Lanka,+94 25 222 5514,08:00 AM - 07:30 PM,"Puncture repair, Tubeless patch, Tube sales",,,,,
9.46E+09,9.99071,76.57736,MC tyres,"MC Tyres & Multi Brand Wheel Realignment, Muvattupuzha Road, Vazhakulam, Kerala 686670",Vazhakulam,Kerala,+91 48522 72114,09:00 AM - 08:00 PM,"Wheel alignment, Balancing, Tyre replacement",,,,,
9.51E+09,8.713731,77.78277,A to Z car ,"A to Z Car Care & Premium Tyre Lounge, South Bypass Road, Tirunelveli, Tamil Nadu 627005",Tirunelveli,Tamil Nadu,+91 46225 00156,09:30 AM - 08:30 PM,"Premium tyre sales, Wheel alignment, Balancing",,,,,
9.52E+09,9.176953,76.50012,Mangalath,"Mangalath Tyres & Vulcanizing Station, Kayamkulam Road, Adoor, Kerala 691523",Adoor,Kerala,+91 47342 21102,08:30 AM - 08:00 PM,"Puncture repair, Vulcanizing, Tyre replacement",,,,,
9.53E+09,9.211673,76.6852,Kingson Tir,"Kingson Tyres & Wheel Alignment Plaza, TK Road, Pathanamthitta, Kerala 689645",Pathanamthitta,Kerala,+91 46822 22410,09:00 AM - 08:30 PM,"Wheel alignment, Balancing, Tyre sales",,,,,
9.53E+09,9.217192,76.68112,Car Air Che,"Express Car Tyre Care & Puncture Fix, Ring Road, Pathanamthitta, Kerala 689645",Pathanamthitta,Kerala,+91 94465 11054,08:00 AM - 09:30 PM,"Puncture repair, Tubeless patch, Air service",,,,,
9.54E+09,10.07209,78.76349,MRF,"MRF T&S - Exclusive Showroom, Madurai Road, Sivaganga, Tamil Nadu 630561",Sivaganga,Tamil Nadu,+91 45752 41102,09:00 AM - 08:00 PM,"Tyre sales, Alignment, Wheel balancing",,,,,
9.58E+09,12.9003,77.4667,M.A.Whee,"M.A. Wheels & Multi-Brand Tyre Plaza, Kanakapura Main Road, Bengaluru, Karnataka 560062",Bengaluru,Karnataka,+91 80284 33214,09:00 AM - 08:30 PM,"Wheel alignment, Balancing, Tyre replacement",,,,,
9.59E+09,9.228237,76.67812,MRF,"MRF Exclusive Showroom - Tyre Point, TK Road, Pathanamthitta, Kerala 689645",Pathanamthitta,Kerala,+91 46822 21154,09:00 AM - 08:00 PM,"Tyre sales, Alignment, Wheel balancing",,,,,
9.62E+09,12.9152,77.48201,IOC Punctu,"IOC Petrol Pump Puncture Station, Mysore Road, Kengeri, Bengaluru, Karnataka 560060",Bengaluru,Karnataka,+91 98452 33401,24 Hours,"Emergency puncture fix, Air service",,,,,
9.66E+09,9.425934,76.51009,Ambadi tyr,"Ambadi Tyres & Vulcanizing Corner, Podiyadi, Tiruvalla, Kerala 689110",Tiruvalla,Kerala,+91 94465 22412,08:30 AM - 08:30 PM,"Puncture repair, Vulcanizing, Tube sales",,,,,
9.69E+09,9.950909,78.16845,JK Tyre,"JK Tyre Steel Wheels - exclusive Showroom, Melur Road, Madurai, Tamil Nadu 625020",Madurai,Tamil Nadu,+91 45225 33412,09:00 AM - 08:30 PM,"Tyre sales, Wheel alignment, Balancing",,,,,
9.78E+09,9.342759,76.6898,Alex Tyre c,"Alex Tyre Care & Multi Brand Wheel Alignment, Main Road, Mallappally, Kerala 689585",Mallappally,Kerala,+91 46926 88102,09:00 AM - 08:00 PM,"Wheel alignment, Balancing, Tyre replacement",,,,,
9.78E+09,11.1894,76.26551,Kasja Tyre,"Kasja Tyres & Tubeless Patch Hub, Pandikkad Road, Manjeri, Kerala 676121",Manjeri,Kerala,+91 94460 11562,08:30 AM - 09:00 PM,"Puncture repair, Tubeless patch, Air service",,,,,
9.78E+09,11.19097,76.25602,Auto Castle,"Auto Castle Premium Tyre & Alloy Lounge, Calicut Road, Manjeri, Kerala 676121",Manjeri,Kerala,+91 49332 25514,09:30 AM - 08:30 PM,"Premium tyre sales, Alignment, Balancing",,,,,
9.78E+09,11.19449,76.23922,MAR Tyres,"MAR Tyres & Wheel Alignment Plaza, Nilambur Road, Manjeri, Kerala 676121",Manjeri,Kerala,+91 49332 24110,09:00 AM - 08:30 PM,"Wheel alignment, Balancing, Tyre sales",,,,,
9.78E+09,11.19425,76.24102,Tire Resolir,"Express Tyre Resoling & Retreading Works, Industrial Area, Manjeri, Kerala 676121",Manjeri,Kerala,+91 49332 22154,08:00 AM - 07:30 PM,"Tyre retreading, Heavy vulcanizing",,,,,
9.78E+09,11.19382,76.23795,Info Tech 3,"Info Tech 3D Wheel Alignment Lounge, Court Road, Manjeri, Kerala 676121",Manjeri,Kerala,+91 49332 26102,09:00 AM - 08:30 PM,"3D Wheel alignment, Balancing, Tyre replacement",,,,,
9.78E+09,9.924271,78.12439,Tyre Wiz Di,"Tyre Wiz Digital Alignment & Alloys, Thenni Road, Madurai, Tamil Nadu 625016",Madurai,Tamil Nadu,+91 45223 88114,09:30 AM - 08:30 PM,"Premium tyre sales, Digital alignment",,,,,
9.79E+09,10.95644,76.5095,Brothers Ty,"Brothers Tyres & Puncture Repair Hub, Calicut Road, Perinthalmanna, Kerala 679322",Perinthalmanna,Kerala,+91 94462 11042,08:00 AM - 09:30 PM,"Puncture repair, Tubeless patch, Air service",,,,,
9.81E+09,10.77829,79.15411,S.K Singh,"S.K. Singh Tyre House & Vulcanizing Station, Trichy Road, Thanjavur, Tamil Nadu 613007",Thanjavur,Tamil Nadu,+91 43622 44102,08:30 AM - 08:00 PM,"Puncture repair, Vulcanizing, Tyre replacement",,,,,
9.88E+09,8.70197,77.75698,Puncture s,"Highway Puncture Shop & Emergency Fix, Tirunelveli Bypass, Tirunelveli, Tamil Nadu 627005",Tirunelveli,Tamil Nadu,+91 98452 22401,24 Hours,"Emergency puncture service, Tubeless patch",,,,,
9.88E+09,8.71275,77.76701,Puncture s,"National Highway Puncture Station, Madurai Road, Tirunelveli, Tamil Nadu 627001",Tirunelveli,Tamil Nadu,+91 98455 33214,24 Hours,"Emergency puncture repair, Air service",,,,,
9.88E+09,8.686036,77.80251,Thangam a,"Thangam Automobile Tyres & Puncture Corner, South Bypass Road, Tirunelveli, Tamil Nadu 627005",Tirunelveli,Tamil Nadu,+91 46225 55104,08:30 AM - 09:00 PM,"Puncture repair, Tubeless patch, Tube sales",,,,,
9.95E+09,12.96115,77.71673,Tyre Empir,"The Tyre Empire Multi Brand Lounge, ITPL Main Road, Whitefield, Bengaluru, Karnataka 560066",Bengaluru,Karnataka,+91 80421 22114,09:30 AM - 08:30 PM,"Premium tyre sales, Wheel alignment, Balancing",,,,,
1.00E+10,12.94008,77.62506,Tyre Port,"The Tyre Port Multi Brand Lounge, Koramangala 8th Block, Bengaluru, Karnataka 560095",Bengaluru,Karnataka,+91 80412 55104,09:30 AM - 08:30 PM,"Premium tyre sales, Wheel alignment, Balancing",,,,,
1.01E+10,12.9557,77.72661,Tyres Xpre,"Tyres Xpress & Multi Brand Realignment Hub, Varthur Main Road, Whitefield, Bengaluru, Karnataka 560066",Bengaluru,Karnataka,+91 80421 33214,09:00 AM - 08:30 PM,"Wheel alignment, Balancing, Tyre replacement",,,,,
1.02E+10,8.822154,78.1305,Samy Tyre,"Samy Tyres & Vulcanizing Station, Palayamkottai Road, Tuticorin, Tamil Nadu 628003",Tuticorin,Tamil Nadu,+91 46123 22105,08:30 AM - 08:00 PM,"Puncture repair, Vulcanizing, Tube sales",,,,,
1.02E+10,10.52629,76.25867,Highway Ty,"Highway Tyre Care & Tubeless Repair Hub, National Highway 544, Thrissur, Kerala 680001",Thrissur,Kerala,+91 94465 11042,24 Hours,"Emergency puncture service, Air service",,,,,
1.06E+10,10.51117,76.25811,Royal Tyre,"Royal Tyres & Wheel Alignment Plaza, Sakthan Thampuran Nagar, Thrissur, Kerala 680001",Thrissur,Kerala,+91 48724 22114,09:00 AM - 08:30 PM,"Wheel alignment, Balancing, Tyre sales",,,,,
1.07E+10,10.30318,76.32537,New Q-Ma,"New Q-Mart Tyres & Alloys Lounge, Kodungallur Road, Irinjalakuda, Kerala 680121",Irinjalakuda,Kerala,+91 48028 33412,09:30 AM - 08:30 PM,"Premium tyre sales, Wheel alignment, Balancing",,,,,
1.07E+10,13.00717,77.54849,Apollo Tyre,"Apollo Tyres - Sri Balaji Wheel Care, Yeshwanthpur, Bengaluru, Karnataka 560022",Bengaluru,Karnataka,+91 80233 71102,09:00 AM - 08:00 PM,"Tyre sales, Alignment, Wheel balancing",,,,,
1.08E+10,12.87423,77.54238,M.M Tyres,"M.M Tyres & Tubeless Patch Hub, Kanakapura Main Road, Bengaluru, Karnataka 560062",Bengaluru,Karnataka,+91 98455 22401,08:30 AM - 09:00 PM,"Puncture repair, Tubeless patch, Air service",,,,,
1.08E+10,10.30321,76.32544,New Q-Ma,"New Q-Mart Tyre & Puncture Point, Bypass Road, Irinjalakuda, Kerala 680121",Irinjalakuda,Kerala,+91 48028 33413,08:00 AM - 09:00 PM,"Puncture repair, Tubeless patch, Tube sales",,,,,
1.08E+10,12.93428,79.14319,MRF Tyres,"MRF T&S - Exclusive Showroom, Katpadi Road, Vellore, Tamil Nadu 632004",Vellore,Tamil Nadu,+91 41622 44102,09:00 AM - 08:00 PM,"Tyre sales, Alignment, Wheel balancing",,,,,
1.09E+10,10.01666,76.50374,Christ Tyre,"Christ Tyres & Wheel Realignment Plaza, MC Road, Muvattupuzha, Kerala 686661",Muvattupuzha,Kerala,+91 48528 55210,09:00 AM - 08:00 PM,"Wheel alignment, Balancing, Tyre replacement",,,,,
1.11E+10,9.948288,76.29121,Thanu Tyre,"Thanu Tyres & Vulcanizing Station, MG Road, Ernakulam, Kochi, Kerala 682016",Kochi,Kerala,+91 48423 55112,08:30 AM - 08:30 PM,"Puncture repair, Vulcanizing, Tube sales",,,,,
1.11E+10,9.948855,76.29157,VK Tyres,"VK Tyres & Multi Brand Alignment Hub, Chittoor Road, Kochi, Kerala 682011",Kochi,Kerala,+91 48423 66119,09:00 AM - 08:30 PM,"Wheel alignment, Balancing, Tyre sales",,,,,
1.11E+10,8.393866,77.02271,R.P Tyre W,"R.P Tyre Works & Heavy Vulcanizing Station, Main Road, Neyyattinkara, Kerala 695121",Neyyattinkara,Kerala,+91 47122 22154,08:30 AM - 08:00 PM,"Tyre retreading, Heavy vehicle vulcanizing",,,,,
1.11E+10,8.58215,76.86181,MAR bike t,"MAR Bike Tyre Zone & Puncture Corner, MC Road, Venjaramoodu, Kerala 695607",Venjaramoodu,Kerala,+91 94460 11562,08:00 AM - 09:30 PM,"Two-wheeler tyre sales, Puncture repair",,,,,
1.11E+10,9.963024,76.30075,Sangeetha,"Sangeetha Tyres & Tubeless Fix Point, Kaloor, Kochi, Kerala 682017",Kochi,Kerala,+91 94471 22410,08:30 AM - 09:00 PM,"Puncture repair, Tubeless patch, Air service",,,,,
1.12E+10,12.95694,77.56971,Satya Tyres,"Satya Tyres & Wheel Realignment Plaza, JC Road, Bengaluru, Karnataka 560002",Bengaluru,Karnataka,+91 80222 11045,09:00 AM - 08:30 PM,"Wheel alignment, Balancing, Tyre replacement",,,,,
1.12E+10,12.95716,77.57191,Shree Anga,"Shree Angalamman Tyre Care Hub, Lalbagh Road, Bengaluru, Karnataka 560027",Bengaluru,Karnataka,+91 80222 55104,08:30 AM - 08:30 PM,"Puncture repair, Tubeless patch, Air service",,,,,
1.12E+10,12.94584,77.57667,Continenta,"Continental Tyre Drive - Exclusive Showroom, Wilson Garden, Bengaluru, Karnataka 560027",Bengaluru,Karnataka,+91 80415 22114,09:30 AM - 08:30 PM,"Premium tyre sales, Wheel alignment, Balancing",,,,,
1.12E+10,9.957052,76.29059,JK Tyre Ste,"JK Tyre Steel Wheels - exclusive Showroom, SA Road, Kadavanthra, Kochi, Kerala 682020",Kochi,Kerala,+91 48423 11046,09:00 AM - 08:00 PM,"Tyre sales, Wheel alignment, Balancing",,,,,
1.12E+10,13.08815,77.65484,G M Punch,"G M Puncture Hub & Tubeless Repair Shop, Thanisandra Main Road, Bengaluru, Karnataka 560077",Bengaluru,Karnataka,+91 98452 33401,08:00 AM - 10:00 PM,"Puncture repair, Tubeless patch, Air service",,,,,
1.14E+10,12.95451,77.58336,Apollo Tyre,"Apollo Tyres - Royal Tyre Care, Double Road, Shanti Nagar, Bengaluru, Karnataka 560027",Bengaluru,Karnataka,+91 80221 22156,09:00 AM - 08:00 PM,"Tyre sales, Alignment, Wheel balancing",,,,,
1.14E+10,8.667813,76.89546,Kairali tyre,"Kairali Tyres & Vulcanizing Station, Main Road, Nedumangad, Kerala 695541",Nedumangad,Kerala,+91 47228 12102,08:30 AM - 08:30 PM,"Puncture repair, Vulcanizing, Tube sales",,,,,
1.14E+10,12.94849,77.59382,Right Tyres,"Right Tyres Multi Brand Showroom, Hosur Road, Richmond Town, Bengaluru, Karnataka 560025",Bengaluru,Karnataka,+91 80411 71114,09:30 AM - 08:30 PM,"Tyre sales, Alignment, Wheel balancing",,,,,
1.15E+10,13.00023,77.61853,Puncture S,"Express Puncture Corner & Tubeless Repair, Hennur Main Road, Bengaluru, Karnataka 560043",Bengaluru,Karnataka,+91 98460 11254,24 Hours,"Emergency puncture repair, Tubeless patch",,,,,
1.17E+10,10.43095,76.28104,Anugraha T,"Anugraha Tyres & Wheel Realignment Lounge, Kodungallur Road, Irinjalakuda, Kerala 680121",Irinjalakuda,Kerala,+91 48028 22154,09:00 AM - 08:00 PM,"Wheel alignment, Balancing, Tyre sales",,,,,
