id,type,lat,lon,name,address,phone,state,country,category,,
7389752726,node,9.8299369,76.5390202,Vannilam Tyres,"Vannilam Tyres, Thalayolaparambu - Peruva - Koothattukulam Road, Ernakulam, Elanji - 686665, Kerala, India",94970 32263,Tamil Nadu,IN,towshop,,
7398421900,node,9.7135052,76.6674203,Unknown,"Micheline;BridgeStone;Appollo, Pala-Kozha Road-Pala Vaikom Road, Kottaramattom, Nelliyani - 686575, Kerala, India",,Tamil Nadu,IN,towshop,,
7398550595,node,9.5949895,76.7316937,Nadackal Tyres and Batteries,"Nadackal Tyres and Batteries, Pala-Ponkunam Road, Kottayam, Koorali - 686522, Kerala, India",97447 94461,Tamil Nadu,IN,towshop,,
7447965419,node,9.0684288,76.5345209,MRF Palappalil tyres,"MRF Palappalil tyres, Salem - Kochi - Kanyakumari Road, Kollam, Karunagapally - 690539, Kerala, India",,Tamil Nadu,IN,towshop,,
7449989775,node,9.2958934,76.6883704,Unknown,"Aranmula - Kulanada Road, Pathanamthitta, Kozhencherry - 689514, Kerala, India",,Tamil Nadu,IN,towshop,,
7457073285,node,10.0057188,76.5703299,അലൈഡ് ടയറുകൾ,"Allied Tyres, MC Road, Kizhakkekara, Pezhakkappilly - 686669, Kerala, India",97444 17786,Tamil Nadu,IN,towshop,,
7457549462,node,8.8127745,76.67462,Unknown,"Paripalli-Paravur Road, Kollam, Paravur - 691301, Kerala, India",,Tamil Nadu,IN,towshop,,
7458899784,node,9.9200851,76.3894556,Eswary Tyre Retreading,"Eswary Tyre Retreading, Bypass Road, Chottanikkara, Kanayannur - 682312, Kerala, India",,Tamil Nadu,IN,towshop,,
7459525647,node,8.9780289,76.9254967,Shifin Tyres,"Shifin Tyres, Ayoor - Punalur Road, Kollam, Karavaloor - 691333, Kerala, India",96562 24002,Tamil Nadu,IN,towshop,,
7461378377,node,9.1500588,76.7337714,Kingson tyre Service,"Kingson tyre Service, Adoor - Sasthamkotta Road, Kannamkode, Adoor - 691523, Kerala, India",9946702015,Tamil Nadu,IN,towshop,,
7462525174,node,8.6943042,76.8115737,Ohm Sidhivinayaka Tyres,"Ohm Sidhivinayaka Tyres, Palace Road Attingal, Thiruvananthapuram, Attingal - 695100, Kerala, India",9400754495,Tamil Nadu,IN,towshop,,
7462972648,node,9.3635877,76.5437446,Keyem Traders,"Keyem Traders, Kayamkulam - Thiruvalla Road, Kavumbhagom, Peringara - 689110, Kerala, India",85890 06066,Tamil Nadu,IN,towshop,,
7463135247,node,9.9963785,76.5723813,പോപ്പുലർ ടയർ കെയർ - ടയർസ് ആൻഡ് സെർവീസസ്സ്,"Popular Tyre Care - Tyres & Services, MC Road, Kizhakkekara, Muvattupuzha - 686669, Kerala, India",9447082297,Tamil Nadu,IN,towshop,,
7463729591,node,8.6804761,76.8250497,"Bridgestone Select - New Bharath Tyres, Attingal","Bridgestone Select - New Bharath Tyres, Attingal, Salem - Kochi - Kanyakumari Road, Thiruvananthapuram, Attingal - 695100, Kerala, India",,Tamil Nadu,IN,towshop,,
7463764908,node,8.683905,76.8242512,My Tyres,"My Tyres, Salem - Kochi - Kanyakumari Road, Thiruvananthapuram, Attingal - 695100, Kerala, India",97469 45599,Tamil Nadu,IN,towshop,,
7463882871,node,9.39662,76.6676,Unknown,"Kottayam-Kozhencherry Highway, Pathanamthitta, Vennikulam - 689544, Kerala, India",,Tamil Nadu,IN,towshop,,
7464107758,node,8.550734,76.9418106,K P Tires,"K P Tires, MC Road, Nalanchira, Mannanthala - 695001, Kerala, India",,Tamil Nadu,IN,towshop,,
7465576987,node,9.9444434,76.3734299,St.George Tyres,"St.George Tyres, market road, Chottanikkara, Thiruvamkulam - 682305, Kerala, India",94472 01287,Tamil Nadu,IN,towshop,,
7465633562,node,9.9447153,76.3719893,JIMMY TYRES,"JIMMY TYRES, Kochi - Madurai - Dhanushkodi Road, Chottanikkara, Thiruvamkulam - 682305, Kerala, India",,Tamil Nadu,IN,towshop,,
7466096913,node,9.9100193,76.7011445,FourWheel 3D Wheel alignment,"FourWheel 3D Wheel alignment, Main Eastern Highway, Idukki, Madakkathanam - 685608, Kerala, India",,Tamil Nadu,IN,towshop,,
7466545884,node,9.9944609,76.5727417,K Y S Tyres Enterprises,"K Y S Tyres Enterprises, MC Road, Kizhakkekara, Pezhakkappilly - 686674, Kerala, India",98956 53939,Tamil Nadu,IN,towshop,,
7466545885,node,9.9945545,76.5729554,Tyre Bazar,"Tyre Bazar, MC Road, Kizhakkekara, Pezhakkappilly - 686674, Kerala, India",,Tamil Nadu,IN,towshop,,
7466545923,node,9.9921719,76.5746097,Mm Tyres,"Mm Tyres, MC Road, Kizhakkekara, Pezhakkappilly - 686674, Kerala, India",,Tamil Nadu,IN,towshop,,
7466614040,node,8.5317442,76.9395986,Prince Tyres And Agencies,"Prince Tyres And Agencies, MC Road, Kesavadasapuram, Thiruvananthapuram - 695001, Kerala, India",89291 03739,Tamil Nadu,IN,towshop,,
7467423694,node,10.0605079,76.6175811,Unknown,"Muvattupuzha-Kothamangalam Road, Ernakulam, Kothamangalam - 686691, Kerala, India",,Tamil Nadu,IN,towshop,,
7467919423,node,10.091676,76.3450919,DBS Tyres,"DBS Tyres, Salem - Kochi - Kanyakumari Highway, Thottakkattukara, Aluva - 683106, Kerala, India",94470 45184,Tamil Nadu,IN,towshop,,
7469356465,node,8.519577,76.9605668,United Tyres,"United Tyres, SH2, Kowdiar, Thiruvananthapuram - 695001, Kerala, India",94470 45184,Tamil Nadu,IN,towshop,,
7469376728,node,9.7554771,77.1117842,Basel Tyre Store,"Basel Tyre Store, Kattappana - Kuttikkanam Road, School Kavala, Kattappana - 685508, Kerala, India",�04868 250 900,Tamil Nadu,IN,towshop,,
7469506581,node,9.7861931,76.4527075,Bridgestone Select - Vaikathuparambil Automobiles,"Bridgestone Select - Vaikathuparambil Automobiles, ALAPPUZHA -MADURAI ROAD, Kottayam, Thalapara - 686605, Kerala, India",8071 936 980,Tamil Nadu,IN,towshop,,
7469508973,node,10.0610332,76.6182657,Cartonix,"Cartonix, Muvattupuzha-Kothamangalam Road, Ernakulam, Kothamangalam - 686691, Kerala, India",79 4929 3845,Tamil Nadu,IN,towshop,,
7469524459,node,9.7902949,76.4601108,Tomson Tyre Works,"Tomson Tyre Works, ALAPPUZHA -MADURAI ROAD, Kottayam, Thalapara - 686605, Kerala, India",,Tamil Nadu,IN,towshop,,
7471067543,node,10.0608394,76.6324555,Unknown,"Kochi - Dhanushkodi Road, Ernakulam, Kothamangalam - 686666, Kerala, India",,Tamil Nadu,IN,towshop,,
7472685924,node,9.9128393,76.6950148,MRF T&S FRANCHISE-MARIYIL BROTHERS TYRE AGENCIES,"MRF T&S FRANCHISE-MARIYIL BROTHERS TYRE AGENCIES, Main Eastern Highway, Ernakulam, Madakkathanam - 685608, Kerala, India",99950 55668,Tamil Nadu,IN,towshop,,
7472748367,node,9.3310702,76.9270021,fathima tyre(MRF),"fathima tyre(MRF), Vadasserikkara - Chittar Road, Pathanamthitta, Chittar - 689663, Kerala, India",86060 70074,Tamil Nadu,IN,towshop,,
7472784293,node,10.1160031,76.4973301,Evershyne,"Evershyne, Aluva - Munnar Road, Ernakulam, Kuruppampady - 683545, Kerala, India",,Tamil Nadu,IN,towshop,,
7472926598,node,8.6884069,76.8239912,Diamond Tyres,"Diamond Tyres, Salem - Kochi - Kanyakumari Road, Thiruvananthapuram, Attingal - 695100, Kerala, India",,Tamil Nadu,IN,towshop,,
7472953989,node,9.8668771,76.5968176,Angel Tires,"Angel Tires, M C Road, Ernakulam, Koothattukulam - 686662, Kerala, India",94471 55696,Tamil Nadu,IN,towshop,,
7472996257,node,9.377948,76.565396,Unknown,"Sreevallabha Puram Road, Kavumbhagom, Thiruvalla - 689102, Kerala, India",,Tamil Nadu,IN,towshop,,
7473090196,node,9.974414,76.3551172,Unknown,"Irumpanam Railway Over Bridge, Irumpanam, Thrippunithura - 682309, Kerala, India",,Tamil Nadu,IN,towshop,,
7473878644,node,9.4119804,76.5734127,Unknown,"Chumathra-Believers Church Hospital-Bethelpadi Road, Kizhakken Muthoor, Thiruvalla - 689103, Kerala, India",4693503100,Tamil Nadu,IN,towshop,,
7473908226,node,10.0914245,76.5629079,kunjon Tyre Repair shop,"kunjon Tyre Repair shop, Aluva - Munnar Road, Ernakulam, Cherukunnam - 683549, Kerala, India",,Tamil Nadu,IN,towshop,,
7475330946,node,9.1529317,76.7353438,Grace tyres,"Grace tyres, Kayamkulam - Pathanapuram Road, Kannamkode, Adoor - 691523, Kerala, India",9496158996,Tamil Nadu,IN,towshop,,
7475419733,node,9.9558812,76.6257213,Puncture Repair Shop,"Puncture Repair Shop, Main Eastern Highway, Kizhakkekara, Vazhakulam - 686670, Kerala, India",99615 47916,Tamil Nadu,IN,towshop,,
7475559130,node,9.3304349,76.9250813,tyre shop,"tyre shop, Vadasserikkara - Chittar Road, Pathanamthitta, Chittar - 689663, Kerala, India",,Tamil Nadu,IN,towshop,,
7476209124,node,9.9709537,77.1798175,Milestone Tyre World,"Milestone Tyre World, Hill Highway, Idukki, Kuruvilacity - 685619, Kerala, India",,Tamil Nadu,IN,towshop,,
7476209182,node,9.9712597,77.180704,Unknown,"Hill Highway, Idukki, Kuruvilacity - 685619, Kerala, India",,Tamil Nadu,IN,towshop,,
7476744064,node,9.5057372,76.639905,Tolins Tyre Exclusive Showroom,"Tolins Tyre Exclusive Showroom, Kottayam-Puthuppally Road, Kottayam, Karukachal - 686540, Kerala, India",,Tamil Nadu,IN,towshop,,
7478172488,node,9.1647648,76.6887619,Kuttappai tyres,"Kuttappai tyres, Kayamkulam - Pathanapuram Road, Nellimoottilpadi, Pazhakulam - 695115, Kerala, India",94475 59067,Tamil Nadu,IN,towshop,,
7479533297,node,9.5452737,76.5844245,Anil Tyres,"Anil Tyres, Kottayam-Puthuppally Road, Kottayam, Pariyaram - 686021, Kerala, India",79025 82301,Tamil Nadu,IN,towshop,,
7479655766,node,9.9468457,76.6344659,Rideon Wheels,"Rideon Wheels, Main Eastern Highway, Kizhakkekara, Vazhakulam - 686670, Kerala, India",95447 77663,Tamil Nadu,IN,towshop,,
7479687652,node,8.9352845,76.6089137,Achu Tyre Shop,"Achu Tyre Shop, Kollam - Teni Highway, Anchalummood, Perinad - 691001, Kerala, India",9387300681,Tamil Nadu,IN,towshop,,
7479723334,node,9.9462312,76.6352714,Tyre Puncture repair Shop,"Tyre Puncture repair Shop, Main Eastern Highway, Kizhakkekara, Vazhakulam - 686670, Kerala, India",,Tamil Nadu,IN,towshop,,
7480161925,node,9.0827768,76.6768844,TNR twowheeler workshop,"TNR twowheeler workshop, Adoor - Mundakayam Highway, Chennampallil, Nellimukal - 691552, Kerala, India",,Tamil Nadu,IN,towshop,,
7483931344,node,9.1353841,76.7242616,Babu tyres,"Babu tyres, Adoor - Mundakayam Highway, Chennampallil, Nellimukal - 691552, Kerala, India",,Tamil Nadu,IN,towshop,,
7485142082,node,9.7016622,76.7576316,Unknown,"Ettumanoor - Erattupetta - Poonjar Road, Kottayam, Panackapalam - 686579, Kerala, India",,Tamil Nadu,IN,towshop,,
7488853701,node,10.0230078,76.4024912,Tollins Tyres,"Tollins Tyres, MDR, Ernakulam, Pallikkara - 683565, Kerala, India",98466 04812,Tamil Nadu,IN,towshop,,
7489803688,node,10.0261374,76.4045327,Mattakkattil Tyres,"Mattakkattil Tyres, Ernakulam - Thekkady Road, Ernakulam, Pallikkara - 683565, Kerala, India",96566 41740,Tamil Nadu,IN,towshop,,
7489803689,node,10.0261374,76.4044575,MRF Showroom,"MRF Showroom, Market Road, Ernakulam, Pallikkara - 683565, Kerala, India",96566 41740,Tamil Nadu,IN,towshop,,
7489803767,node,10.0294835,76.4072257,"St. Antony Tyres, Pallikkara","St. Antony Tyres, Pallikkara, Ernakulam - Thekkady Road, Ernakulam, Pallikkara - 683565, Kerala, India",,Tamil Nadu,IN,towshop,,
7489805033,node,10.0322536,76.4074062,S R Tyres,"S R Tyres, Kizhakkambalam-Ernakulam Road, Ernakulam, Kizhakkambalam - 683565, Kerala, India",94009 61824,Tamil Nadu,IN,towshop,,
7489965849,node,10.0404577,76.404383,Eeenam Retraders,"Eeenam Retraders, Pookkattupady-Kizhakkambalam Road, Ernakulam, Kizhakkambalam - 683561, Kerala, India",,Tamil Nadu,IN,towshop,,
7492238730,node,10.0608922,76.3942158,Hi Tech Tyre Service,"Hi Tech Tyre Service, Aluva - Pukkattupady Road, Ernakulam, Pukkattupady - 683561, Kerala, India",98959 56325,Tamil Nadu,IN,towshop,,
7492238731,node,10.0609824,76.3944415,"CEAT Tyres, Tyre Sales & Puncture Works","CEAT Tyres, Tyre Sales & Puncture Works, Aluva - Pukkattupady Road, Ernakulam, Pukkattupady - 683561, Kerala, India",,Tamil Nadu,IN,towshop,,
7492238752,node,10.0622549,76.3954754,Defender Tyres,"Defender Tyres, Pukkattupady- Perumbavoor Road, Ernakulam, - 683561, Kerala, India",94471 91751,Tamil Nadu,IN,towshop,,
7492238937,node,10.0836122,76.3730705,Saj Tyres,"Saj Tyres, Aluva - Pukkattupady Road, Kodikuthumala, Edathala - 683563, Kerala, India",94474 33714,Tamil Nadu,IN,towshop,,
7494478833,node,9.464653,76.5668407,Mattathil tyres,"Mattathil tyres, Changanassery- Vazhoor Road, Kurishummoodu, Valiyakulam - 689121, Kerala, India",8281256470,Tamil Nadu,IN,towshop,,
7494726483,node,10.0296528,76.6651723,Unknown,"Oonnukal - Adivad Road, Ernakulam, Pallarimangalam - 686671, Kerala, India",,Tamil Nadu,IN,towshop,,
7494899030,node,9.4564795,76.5521481,Kevin Tyres and Wheel Alignment,"Kevin Tyres and Wheel Alignment, Changanassery- Vazhoor Road, Kurishummoodu, Valiyakulam - 686104, Kerala, India",99477 28700,Tamil Nadu,IN,towshop,,
7494899038,node,9.4558862,76.5513926,New Thomson Tyres,"New Thomson Tyres, Changanassery- Vazhoor Road, Kurishummoodu, Valiyakulam - 686104, Kerala, India",94471 45777,Tamil Nadu,IN,towshop,,
7497620943,node,10.7727547,76.6847723,Goodyear,"Goodyear, Piruvushala Foot overbridge, Chandranagar, Palakkad - 678001, Kerala, India",,Tamil Nadu,IN,towshop,,
7498711609,node,10.0926243,76.4453823,TCR Retreading,"TCR Retreading, Aluva - Munnar Road, Ernakulam, Perumbavoor - 683500, Kerala, India",93884 38669,Tamil Nadu,IN,towshop,,
7498951207,node,9.4865692,76.572045,Tire Works,"Tire Works, Njaliakuzhi-Ericade Road, Kottayam, Thengana - 686536, Kerala, India",,Tamil Nadu,IN,towshop,,
7500237981,node,9.1049988,76.748163,Khadira Tyres,"Khadira Tyres, MC Road, Pathanamthitta, Kilivayal - 691526, Kerala, India",9207970589,Tamil Nadu,IN,towshop,,
7500575187,node,10.7020742,76.7419473,Unknown,"chittur PWD road, Chittur, Manchira - 678101, Kerala, India",,Tamil Nadu,IN,towshop,,
7506444072,node,8.9625509,76.6849401,Geo Tyres,"Geo Tyres, NH744, Keralapuram, Kundara - 691501, Kerala, India",0474 258 1100,Tamil Nadu,IN,towshop,,
7507111366,node,10.0229262,76.6501398,shakthi tyres,"shakthi tyres, Varappetty - Adivad Road, Ernakulam, Adivad - 686676, Kerala, India",,Tamil Nadu,IN,towshop,,
7508329378,node,9.9856685,76.5888215,Unknown,"Muvattupuzha - Theni Road, Kizhakkekara, Muvattupuzha - 686661, Kerala, India",,Tamil Nadu,IN,towshop,,
7508765738,node,10.006249,76.6794235,Unknown,"Pothanikkad Muvattupuzha Road, Ernakulam, Pothanicad - 686671, Kerala, India",,Tamil Nadu,IN,towshop,,
7509183066,node,9.1694306,76.500805,Tata,"Tata, M K Hemachandran Road, Alappuzha, Kayamkulam - 690502, Kerala, India",79092 62000,Tamil Nadu,IN,towshop,,
7511408423,node,11.1256325,76.3431339,Puncture and tire shop,"Puncture and tire shop, Perumbilavu-Nilambur Road, Malappuram, Karuvarakundu - 676523, Kerala, India",92077 76003,Tamil Nadu,IN,towshop,,
7517789741,node,8.6024409,76.8140931,Akash stores And Tyre Works,"Akash stores And Tyre Works, Veli - Perumathura Road, Kadinamkulam, Puthukurichy - 695315, Kerala, India",,Tamil Nadu,IN,towshop,,
7521954744,node,11.1230535,76.3374054,MM Tires,"MM Tires, Perumbilavu-Nilambur Road, Malappuram, Karuvarakundu - 676523, Kerala, India",9744950101,Tamil Nadu,IN,towshop,,
7521954773,node,11.1198584,76.337585,Villain's Wheel Care,"Villain's Wheel Care, TharisH - Kakkara bypass, Malappuram, Karuvarakundu - 676523, Kerala, India",94476 81143,Tamil Nadu,IN,towshop,,
7522294709,node,10.0466616,76.297108,Kaloor Tyres,"Kaloor Tyres, Kodungallur-Paravur-Ernakulam Highway, Edappally North, Kalamassery - 682034, Kerala, India",8089366913,Tamil Nadu,IN,towshop,,
7522504709,node,10.0612059,76.2883289,Rossline Freedom-The Tyre Shoppe,"Rossline Freedom-The Tyre Shoppe, Vallarpadam ICT Highway, Cheranallor, Kalamassery - 682034, Kerala, India",0484 222 2022,Tamil Nadu,IN,towshop,,
7545001637,node,10.6011665,76.4926212,meenakshiTyre Dealer & Alignment,"meenakshiTyre Dealer & Alignment, Vadakkenchery-Pollachi Road, Palakkad, Mudappallur - 678705, Kerala, India",9947113565,Tamil Nadu,IN,towshop,,
7632468045,node,8.5218734,76.9808963,Tyre Club,"Tyre Club, Maruthankuzhy, Kanjirampara Road, Vattiyoorkavu, Thiruvananthapuram - 695001, Kerala, India",,Tamil Nadu,IN,towshop,,
7637362626,node,8.5492628,77.0270904,Unknown,"bund road, Thiruvananthapuram, - 695038, Kerala, India",,Tamil Nadu,IN,towshop,,
7749951312,node,8.9803969,76.7141,Unknown,"NH744, Kollam, Ezhukone - 691505, Kerala, India",,Tamil Nadu,IN,towshop,,
7853279617,node,9.7212999,76.678802,Manjakadampil Tyres,"Manjakadampil Tyres, Pala- Ramapuram Road Pala- Uzhavoor Road, Kottaramattom, Mundupalam - 686575, Kerala, India",94969 38243,Tamil Nadu,IN,towshop,,
8016539172,node,10.0359794,76.3378442,Apollo Tyres,"Apollo Tyres, Seaport Airport Road, Thrikkakkara, Kalamassery - 682021, Kerala, India",,Tamil Nadu,IN,towshop,,
8025440502,node,10.0485925,76.3185995,Tyre X,"Tyre X, Salem - Kochi - Kanyakumari Highway, Pathadipalam, Kalamassery - 683104, Kerala, India",4842555514,Tamil Nadu,IN,towshop,,
8025440506,node,10.049022,76.3187299,Unknown,"Salem - Kochi - Kanyakumari Highway, Pathadipalam, Kalamassery - 683104, Kerala, India",,Tamil Nadu,IN,towshop,,
8223388847,node,9.8331246,76.7591373,High Land Tyres,"High Land Tyres, Thodupuzha - Puliyanmala Road, Idukki, Muttam - 685587, Kerala, India",94462 24565,Tamil Nadu,IN,towshop,,
8226762028,node,9.7003628,76.3255779,Marvel Tyres,"Marvel Tyres, Saktheeswaram-Vayalar Road, Alappuzha, Cherthala - 688586, Kerala, India",919447208125,Tamil Nadu,IN,towshop,,
8308041246,node,8.9015273,77.0578184,Karthik Tyre Works,"Karthik Tyre Works, Thiruvanathapuram - Thenmala Road, Kollam, Kulathupuzha - 691310, Kerala, India",,Tamil Nadu,IN,towshop,,
8318972729,node,9.722589,76.5237786,Kadalikalayil tyres,"Kadalikalayil tyres, kothanalloor, Ettumanoor - Ernakulam Road, Kuruppanthara, Kothanalloor - 686632, Kerala, India",9496909333,Tamil Nadu,IN,towshop,,
8321509344,node,9.0251329,76.8466621,Hakkl Tyres,"Hakkl Tyres, Kunnikodu - Pattazhy Road, Kollam, Kunnikode - 691508, Kerala, India",,Tamil Nadu,IN,towshop,,
8323488397,node,9.2145433,76.6826785,Trident Tyres,"Trident Tyres, MC Road, Nellimoottilpadi, Kurumpala - 689518, Kerala, India",99958 68351,Tamil Nadu,IN,towshop,,
8334864766,node,10.010899,76.9581736,Unknown,"Adimali - Kumily Highway, Koickakudy, Adimali - 685562, Kerala, India",,Tamil Nadu,IN,towshop,,
8378765557,node,10.008256,76.9576491,Unknown,"Adimali - Kumily Highway, Koickakudy, Adimali - 685562, Kerala, India",,Tamil Nadu,IN,towshop,,
8397183120,node,9.993581,76.5886682,Siji Tyres,"Siji Tyres, Kochi - Madurai - Dhanushkodi Road, Velloorkunnam, Muvattupuzha - 686673, Kerala, India",94472 19045,Tamil Nadu,IN,towshop,,
8410986380,node,9.7825225,76.4531706,ALAN TYRES,"ALAN TYRES, PALA-VAIKOM ROAD, Kottayam, Thalayolaparambu - 686605, Kerala, India",,Tamil Nadu,IN,towshop,,
8412548193,node,10.0114306,76.5677946,ALAVEE tyres,"ALAVEE tyres, MC Road, Kizhakkekara, Pezhakkappilly - 686674, Kerala, India",98464 62575,Tamil Nadu,IN,towshop,,
8415427341,node,9.9710257,76.427218,Marathon Tyres,"Marathon Tyres, Kochi - Madurai - Dhanushkodi Road, Ernakulam, Puthencruz - 682308, Kerala, India",9447465308,Tamil Nadu,IN,towshop,,
8418670301,node,9.6849089,76.6122368,Thottuchalil Tyres,"Thottuchalil Tyres, Ettumanoor - Erattupetta - Poonjar Road, Kottayam, Kummannoor - 686752, Kerala, India",9947113800,Tamil Nadu,IN,towshop,,
8419694617,node,9.5929518,76.5845034,Parekadavil Agency,"Parekadavil Agency, kidangoor-Ayarkunnam-Manarcadu Road, Kottayam, Manarcadu - 686019, Kerala, India",,Tamil Nadu,IN,towshop,,
8420419658,node,9.6798058,76.5576749,Muringayil Tyres,"Muringayil Tyres, Vaikom Road, Kottayam, Ettumanoor - 686631, Kerala, India",98478 63140,Tamil Nadu,IN,towshop,,
8422363661,node,9.5771989,76.5918669,TYRE SHOP,"TYRE SHOP, Vennassery-Mukkuvankudy Road, Kottayam, Manarcadu - 686019, Kerala, India",9562023475,Tamil Nadu,IN,towshop,,
8440392646,node,9.5085994,76.6674316,surya,"surya, Karukachal - Manimala Road, Kottayam, Nedumkunnam - 686542, Kerala, India",94969 86770,Tamil Nadu,IN,towshop,,
8440833460,node,9.7626844,76.5664014,Wheel care,"Wheel care, Pala-Kozha Road or Pala Vaikom Road, Kozha, Kuravilangad - 686633, Kerala, India",,Tamil Nadu,IN,towshop,,
8442123838,node,9.4874295,76.5248409,sonic tyres,"sonic tyres, YMCA Road, Kottayam, Thuruthy - 686535, Kerala, India",,Tamil Nadu,IN,towshop,,
8442128938,node,9.6310546,76.6057221,JK tyres,"JK tyres, kidangoor-Ayarkunnam-Manarcadu Road, Kottayam, Amayannoor - 686031, Kerala, India",,Tamil Nadu,IN,towshop,,
8442128942,node,9.6333524,76.6055071,sports bike tyres,"sports bike tyres, kidangoor-Ayarkunnam-Manarcadu Road, Kottayam, Amayannoor - 686031, Kerala, India",,Tamil Nadu,IN,towshop,,
8442819385,node,10.0157579,76.9399865,Unknown,"Kochi - Dhanushkodi Road, Koickakudy, Adimali - 685561, Kerala, India",,Tamil Nadu,IN,towshop,,
8444814556,node,9.5884147,76.5816576,tyre repairs,"tyre repairs, Kollam - Theni Highway, Kottayam, Manarcadu - 686019, Kerala, India",,Tamil Nadu,IN,towshop,,
8559598019,node,9.7453905,76.2856887,Abhilash Tyre Workshop,"Abhilash Tyre Workshop, Alappuzha - Arthunkal - Chellanam - Thoppumpady Road, Alappuzha, Andhakaranazhy - 688531, Kerala, India",,Tamil Nadu,IN,towshop,,
8591833377,node,9.1714795,76.5982973,"JK Tyres Xpress Wheels, Metro Tyres","JK Tyres Xpress Wheels, Metro Tyres, Kayamkulam - Pathanapuram Road, Alappuzha, Charummoodu - 690505, Kerala, India",86069 29269,Tamil Nadu,IN,towshop,,
8591833408,node,9.1759683,76.5726146,Sibi,"Sibi, Kayamkulam - Pathanapuram Road, Alappuzha, Kattanam - 690503, Kerala, India",92074 17025,Tamil Nadu,IN,towshop,,
8688061694,node,9.8788265,76.4828757,Meenu's Tyres,"Meenu's Tyres, Mulanthuruthy Arakkunnam Road, Ernakulam, Piravom - 686664, Kerala, India",97449 39333,Tamil Nadu,IN,towshop,,
8726691755,node,8.8780251,76.7626722,Unknown,"Ayoor Ittikara Road, Kollam, Oyoor - 691510, Kerala, India",,Tamil Nadu,IN,towshop,,
8729171096,node,8.8746794,76.7795683,Tyre All Indian And Imported Vechicle UpsizeType Dealer,"Tyre All Indian And Imported Vechicle UpsizeType Dealer, Ayoor Ittikara Road, Kollam, Oyoor - 691516, Kerala, India",77367 87331,Tamil Nadu,IN,towshop,,
8731234376,node,8.8162306,76.7559651,L. R. L Tyre Shop,"L. R. L Tyre Shop, NH 66, Kollam, Paripally - 691578, Kerala, India",99618 23920,Tamil Nadu,IN,towshop,,
8733312634,node,9.5937343,76.5233062,Tyre House,"Tyre House, MC Road, Nagampadam, Kottayam - 686001, Kerala, India",,Tamil Nadu,IN,towshop,,
8736844958,node,8.8119815,76.7636662,Neeronthiyil Tyre,"Neeronthiyil Tyre, Varkala - Parippally - Madathara Road, Kollam, Paripally - 691574, Kerala, India",90480 86242,Tamil Nadu,IN,towshop,,
8748307493,node,10.1453477,76.2326002,Nandanam Tyre Works,"Nandanam Tyre Works, Kesari Road, Kalikulangara, North Paravur - 683513, Kerala, India",,Tamil Nadu,IN,towshop,,
8754881547,node,9.5906915,76.4994251,Aro Tyres,"Aro Tyres, Kottayam - Kumarakom Road, Illikkal, Kummanam - 686005, Kerala, India",94950 47869,Tamil Nadu,IN,towshop,,
8833316547,node,9.9528979,76.385767,Kerala Tyres,"Kerala Tyres, Kochi - Madurai - Dhanushkodi Road, Ernakulam, Ambalamugal - 682041, Kerala, India",,Tamil Nadu,IN,towshop,,
8836008651,node,10.1061709,76.2623787,Jobin Tyres,"Jobin Tyres, Kodungallur-Paravur-Ernakulam Highway, Thrikkapuram, Koonammavu - 683519, Kerala, India",,Tamil Nadu,IN,towshop,,
8836383881,node,9.2365619,76.8458756,Perfect Wheels,"Perfect Wheels, Pathanamthitta-Punalur Road, Pathanamthitta, Kizhavalloor - 689691, Kerala, India",84228 57909,Tamil Nadu,IN,towshop,,
8838359101,node,9.2621185,76.8067064,Unknown,"Main Eastern Highway, Kumbazha, Kozhencherry - 689653, Kerala, India",,Tamil Nadu,IN,towshop,,
8839298287,node,9.220711,76.8518328,Mrf Tyres,"Mrf Tyres, Punalur-Muvattupuzha road, Pathanamthitta, Konni - 699691, Kerala, India",18004194888,Tamil Nadu,IN,towshop,,
8846259113,node,9.1333321,76.7361096,APPU Tyre Store,"APPU Tyre Store, MC Road, Nellimoottilpadi, Vadakkadathukavu - 691529, Kerala, India",Closed,Tamil Nadu,IN,towshop,,
8847469963,node,10.1578618,76.2132881,Sumal Krishna Digital 3D Wheel Alignment,"Sumal Krishna Digital 3D Wheel Alignment, Kodungallur-Paravur-Ernakulam Highway, Ernakulam, North Paravur - 683522, Kerala, India",,Tamil Nadu,IN,towshop,,
8849057186,node,9.5961448,76.5096615,Trinity Wheels,"Trinity Wheels, Kottayam - Kumarakom Road, Illikkal, Kottayam - 686003, Kerala, India",82911 06201,Tamil Nadu,IN,towshop,,
8856339111,node,10.372905,76.3027569,Royal Tires,"Royal Tires, Salem - Kochi - Kanyakumari Highway, Thrissur, Kodakara - 680684, Kerala, India",,Tamil Nadu,IN,towshop,,
8857593496,node,9.3535245,76.6796765,Unknown,"mrf;bridgestone;apollo;yokohama, Thiruvalla - Pathanamthitta road, Pathanamthitta, Pullad - 689548, Kerala, India",88223 99399,Tamil Nadu,IN,towshop,,
8860971073,node,10.3713488,76.308666,RINSON Tyres,"RINSON Tyres, Kodakara Bazar Road, Thrissur, Kodakara - 680684, Kerala, India",,Tamil Nadu,IN,towshop,,
8863797432,node,10.796937,76.641517,Tire Shop,"Tire Shop, Palakkad-Malappuram-Calicut Road, Olavakkode, Palakkad - 678001, Kerala, India",9594820220,Tamil Nadu,IN,towshop,,
